,WorkerId,HumanCondition,FeedbackCondition,GoodCondition,Topic,SelfAssessment,OtherAssessment,TruePerformance,OtherPerformance,Round
822,A3VRD5WTKI0QCQ,False,True,False,2,9,7,10,6,2
823,A3VRD5WTKI0QCQ,False,True,False,3,5,6,6,3,2
824,A3VRD5WTKI0QCQ,False,True,False,1,4,4,6,4,3
825,A3VRD5WTKI0QCQ,False,True,False,4,10,6,8,7,3
826,A3VRD5WTKI0QCQ,False,True,False,2,10,8,11,8,3
827,A3VRD5WTKI0QCQ,False,True,False,3,5,4,8,5,3
828,A3VRD5WTKI0QCQ,False,True,False,1,6,7,8,2,4
829,A3VRD5WTKI0QCQ,False,True,False,4,12,6,12,9,4
830,A3VRD5WTKI0QCQ,False,True,False,2,10,8,9,4,4
831,A3VRD5WTKI0QCQ,False,True,False,3,4,5,5,3,4
832,A16UAN46CNIRHY,False,True,False,1,4,9,8,2,1
833,A16UAN46CNIRHY,False,True,False,4,6,5,8,7,1
834,A16UAN46CNIRHY,False,True,False,2,3,8,7,6,1
835,A16UAN46CNIRHY,False,True,False,3,10,8,8,3,1
836,A16UAN46CNIRHY,False,True,False,1,8,7,4,4,2
837,A16UAN46CNIRHY,False,True,False,4,6,9,7,9,2
838,A16UAN46CNIRHY,False,True,False,2,4,8,9,8,2
839,A16UAN46CNIRHY,False,True,False,3,5,7,6,3,2
840,A16UAN46CNIRHY,False,True,False,1,6,8,6,3,3
841,A16UAN46CNIRHY,False,True,False,4,2,8,10,9,3
842,A16UAN46CNIRHY,False,True,False,2,6,8,7,4,3
843,A16UAN46CNIRHY,False,True,False,3,8,6,8,4,3
844,A16UAN46CNIRHY,False,True,False,1,7,8,3,5,4
845,A16UAN46CNIRHY,False,True,False,4,5,8,7,5,4
846,A16UAN46CNIRHY,False,True,False,2,4,8,8,7,4
847,A16UAN46CNIRHY,False,True,False,3,7,5,7,5,4
848,A3OOD9IMOHPPFQ,True,True,False,4,12,9,9,8,1
849,A3OOD9IMOHPPFQ,True,True,False,3,7,4,11,6,1
850,A3OOD9IMOHPPFQ,True,True,False,1,3,2,5,3,1
851,A3OOD9IMOHPPFQ,True,True,False,2,4,3,6,8,1
852,A3OOD9IMOHPPFQ,True,True,False,4,12,9,12,10,2
853,A3OOD9IMOHPPFQ,True,True,False,3,6,6,9,4,2
854,A3OOD9IMOHPPFQ,True,True,False,1,6,6,6,5,2
855,A3OOD9IMOHPPFQ,True,True,False,2,6,8,8,6,2
856,A3OOD9IMOHPPFQ,True,True,False,4,11,8,11,8,3
857,A3OOD9IMOHPPFQ,True,True,False,3,8,6,7,4,3
858,A3OOD9IMOHPPFQ,True,True,False,1,8,8,7,2,3
859,A3OOD9IMOHPPFQ,True,True,False,2,5,5,6,4,3
860,A3OOD9IMOHPPFQ,True,True,False,4,12,8,12,6,4
861,A3OOD9IMOHPPFQ,True,True,False,3,6,6,10,5,4
862,A3OOD9IMOHPPFQ,True,True,False,1,6,6,9,2,4
863,A3OOD9IMOHPPFQ,True,True,False,2,7,3,7,6,4
864,A3N7R7P9HP2YB6,True,True,False,4,10,10,11,5,1
865,A3N7R7P9HP2YB6,True,True,False,2,8,6,7,7,1
866,A3N7R7P9HP2YB6,True,True,False,1,4,5,8,6,1
867,A3N7R7P9HP2YB6,True,True,False,3,6,7,9,1,1
868,A3N7R7P9HP2YB6,True,True,False,4,8,8,6,10,2
869,A3N7R7P9HP2YB6,True,True,False,2,9,8,10,4,2
870,A3N7R7P9HP2YB6,True,True,False,1,7,4,8,5,2
871,A3N7R7P9HP2YB6,True,True,False,3,7,5,8,2,2
872,A3N7R7P9HP2YB6,True,True,False,4,5,3,6,8,3
873,A3N7R7P9HP2YB6,True,True,False,2,7,4,7,7,3
874,A3N7R7P9HP2YB6,True,True,False,1,5,3,7,5,3
875,A3N7R7P9HP2YB6,True,True,False,3,8,6,5,3,3
876,A3N7R7P9HP2YB6,True,True,False,4,8,6,9,6,4
877,A3N7R7P9HP2YB6,True,True,False,2,9,5,8,4,4
878,A3N7R7P9HP2YB6,True,True,False,1,9,5,9,3,4
879,A3N7R7P9HP2YB6,True,True,False,3,6,3,7,4,4
880,A2SBN9B6Q3DN2X,True,True,False,3,6,6,6,2,1
881,A2SBN9B6Q3DN2X,True,True,False,1,4,5,6,2,1
882,A2SBN9B6Q3DN2X,True,True,False,2,4,8,4,6,1
883,A2SBN9B6Q3DN2X,True,True,False,4,12,10,12,9,1
884,A2SBN9B6Q3DN2X,True,True,False,3,4,5,7,5,2
885,A2SBN9B6Q3DN2X,True,True,False,1,4,4,6,2,2
886,A2SBN9B6Q3DN2X,True,True,False,2,7,10,5,6,2
887,A2SBN9B6Q3DN2X,True,True,False,4,11,11,11,12,2
888,A2SBN9B6Q3DN2X,True,True,False,3,4,7,5,5,3
889,A2SBN9B6Q3DN2X,True,True,False,1,4,5,6,3,3
890,A2SBN9B6Q3DN2X,True,True,False,2,4,6,7,4,3
891,A2SBN9B6Q3DN2X,True,True,False,4,10,11,11,10,3
892,A2SBN9B6Q3DN2X,True,True,False,3,10,10,4,9,4
893,A2SBN9B6Q3DN2X,True,True,False,1,5,5,3,4,4
894,A2SBN9B6Q3DN2X,True,True,False,2,4,6,8,4,4
895,A2SBN9B6Q3DN2X,True,True,False,4,10,10,9,10,4
896,AHV4U78TUUDKI,True,True,False,2,6,6,9,6,1
897,AHV4U78TUUDKI,True,True,False,3,8,6,11,4,1
898,AHV4U78TUUDKI,True,True,False,1,7,5,5,3,1
899,AHV4U78TUUDKI,True,True,False,4,8,6,8,8,1
900,AHV4U78TUUDKI,True,True,False,2,6,6,8,4,2
901,AHV4U78TUUDKI,True,True,False,3,7,6,10,4,2
902,AHV4U78TUUDKI,True,True,False,1,6,5,8,2,2
903,AHV4U78TUUDKI,True,True,False,4,6,6,9,10,2
904,AHV4U78TUUDKI,True,True,False,2,6,6,6,6,3
905,AHV4U78TUUDKI,True,True,False,3,6,5,7,5,3
906,AHV4U78TUUDKI,True,True,False,1,5,6,6,5,3
907,AHV4U78TUUDKI,True,True,False,4,7,5,12,6,3
908,AHV4U78TUUDKI,True,True,False,2,6,6,9,8,4
909,AHV4U78TUUDKI,True,True,False,3,6,6,8,6,4
910,AHV4U78TUUDKI,True,True,False,1,6,6,8,2,4
911,AHV4U78TUUDKI,True,True,False,4,6,6,11,8,4
912,A3HSMUPSPOKD0M,True,True,False,1,7,6,9,6,1
913,A3HSMUPSPOKD0M,True,True,False,2,8,9,10,4,1
914,A3HSMUPSPOKD0M,True,True,False,4,9,9,10,6,1
915,A3HSMUPSPOKD0M,True,True,False,3,7,4,10,2,1
916,A3HSMUPSPOKD0M,True,True,False,1,7,1,10,5,2
917,A3HSMUPSPOKD0M,True,True,False,2,9,8,5,7,2
918,A3HSMUPSPOKD0M,True,True,False,4,8,7,11,8,2
919,A3HSMUPSPOKD0M,True,True,False,3,8,5,8,1,2
920,A3HSMUPSPOKD0M,True,True,False,1,7,3,7,3,3
921,A3HSMUPSPOKD0M,True,True,False,2,7,8,8,4,3
922,A3HSMUPSPOKD0M,True,True,False,4,10,6,11,10,3
923,A3HSMUPSPOKD0M,True,True,False,3,8,3,10,4,3
924,A3HSMUPSPOKD0M,True,True,False,1,7,2,8,5,4
925,A3HSMUPSPOKD0M,True,True,False,2,8,6,9,7,4
926,A3HSMUPSPOKD0M,True,True,False,4,10,4,12,5,4
927,A3HSMUPSPOKD0M,True,True,False,3,8,4,6,3,4
928,A27W025UEXS1G0,True,True,False,3,2,3,6,4,1
929,A27W025UEXS1G0,True,True,False,4,10,8,11,6,1
930,A27W025UEXS1G0,True,True,False,1,3,4,7,2,1
931,A27W025UEXS1G0,True,True,False,2,12,8,12,6,1
932,A27W025UEXS1G0,True,True,False,3,5,3,2,5,2
933,A27W025UEXS1G0,True,True,False,4,9,7,11,8,2
934,A27W025UEXS1G0,True,True,False,1,3,3,6,2,2
935,A27W025UEXS1G0,True,True,False,2,11,4,12,8,2
936,A27W025UEXS1G0,True,True,False,3,7,5,8,6,3
937,A27W025UEXS1G0,True,True,False,4,9,8,8,8,3
938,A27W025UEXS1G0,True,True,False,1,4,3,3,3,3
939,A27W025UEXS1G0,True,True,False,2,11,3,11,4,3
940,A27W025UEXS1G0,True,True,False,3,5,4,5,4,4
941,A27W025UEXS1G0,True,True,False,4,7,6,8,10,4
942,A27W025UEXS1G0,True,True,False,1,4,5,5,5,4
943,A27W025UEXS1G0,True,True,False,2,11,7,11,6,4
944,A38DC3BG1ZCVZ2,True,True,False,3,3,5,6,3,1
945,A38DC3BG1ZCVZ2,True,True,False,2,6,5,6,7,1
946,A38DC3BG1ZCVZ2,True,True,False,1,3,4,4,4,1
947,A38DC3BG1ZCVZ2,True,True,False,4,7,7,9,3,1
948,A38DC3BG1ZCVZ2,True,True,False,3,5,3,7,4,2
949,A38DC3BG1ZCVZ2,True,True,False,2,5,4,6,6,2
950,A38DC3BG1ZCVZ2,True,True,False,1,4,3,6,4,2
951,A38DC3BG1ZCVZ2,True,True,False,4,10,6,11,6,2
952,A38DC3BG1ZCVZ2,True,True,False,3,5,4,5,6,3
953,A38DC3BG1ZCVZ2,True,True,False,2,4,4,7,7,3
954,A38DC3BG1ZCVZ2,True,True,False,1,5,5,4,3,3
955,A38DC3BG1ZCVZ2,True,True,False,4,10,7,11,1,3
956,A38DC3BG1ZCVZ2,True,True,False,3,4,4,9,3,4
957,A38DC3BG1ZCVZ2,True,True,False,2,4,5,3,6,4
958,A38DC3BG1ZCVZ2,True,True,False,1,3,4,4,3,4
959,A38DC3BG1ZCVZ2,True,True,False,4,6,5,10,5,4
960,A166A2M31CW2C7,True,True,False,2,10,8,10,4,1
961,A166A2M31CW2C7,True,True,False,3,5,6,6,2,1
962,A166A2M31CW2C7,True,True,False,4,10,11,11,9,1
963,A166A2M31CW2C7,True,True,False,1,4,7,2,3,1
964,A166A2M31CW2C7,True,True,False,2,9,4,11,6,2
965,A166A2M31CW2C7,True,True,False,3,5,6,7,9,2
966,A166A2M31CW2C7,True,True,False,4,7,9,9,10,2
967,A166A2M31CW2C7,True,True,False,1,5,5,8,2,2
968,A166A2M31CW2C7,True,True,False,2,10,6,10,4,3
969,A166A2M31CW2C7,True,True,False,3,7,6,7,5,3
970,A166A2M31CW2C7,True,True,False,4,6,8,9,12,3
971,A166A2M31CW2C7,True,True,False,1,6,5,4,4,3
972,A166A2M31CW2C7,True,True,False,2,10,6,8,6,4
973,A166A2M31CW2C7,True,True,False,3,5,4,6,5,4
974,A166A2M31CW2C7,True,True,False,4,7,8,10,10,4
975,A166A2M31CW2C7,True,True,False,1,4,5,4,2,4
976,A2UCKZZI9KBBCV,True,True,False,3,3,5,8,5,1
977,A2UCKZZI9KBBCV,True,True,False,1,2,4,8,2,1
978,A2UCKZZI9KBBCV,True,True,False,2,2,2,8,4,1
979,A2UCKZZI9KBBCV,True,True,False,4,6,4,9,10,1
980,A2UCKZZI9KBBCV,True,True,False,3,6,5,5,5,2
981,A2UCKZZI9KBBCV,True,True,False,1,4,6,7,2,2
982,A2UCKZZI9KBBCV,True,True,False,2,5,7,9,4,2
983,A2UCKZZI9KBBCV,True,True,False,4,7,4,11,12,2
984,A2UCKZZI9KBBCV,True,True,False,3,8,6,7,9,3
985,A2UCKZZI9KBBCV,True,True,False,1,5,9,10,3,3
986,A2UCKZZI9KBBCV,True,True,False,2,7,4,5,6,3
987,A2UCKZZI9KBBCV,True,True,False,4,9,6,9,10,3
988,A2UCKZZI9KBBCV,True,True,False,3,7,6,9,2,4
989,A2UCKZZI9KBBCV,True,True,False,1,5,7,5,4,4
990,A2UCKZZI9KBBCV,True,True,False,2,6,8,7,6,4
991,A2UCKZZI9KBBCV,True,True,False,4,8,6,12,9,4
992,A1YSYI926BBOHW,True,True,False,2,10,8,8,6,1
993,A1YSYI926BBOHW,True,True,False,3,3,5,6,3,1
994,A1YSYI926BBOHW,True,True,False,1,3,5,7,3,1
995,A1YSYI926BBOHW,True,True,False,4,7,8,12,6,1
996,A1YSYI926BBOHW,True,True,False,2,6,5,11,6,2
997,A1YSYI926BBOHW,True,True,False,3,5,7,7,6,2
998,A1YSYI926BBOHW,True,True,False,1,4,5,4,4,2
999,A1YSYI926BBOHW,True,True,False,4,11,9,12,1,2
1000,A1YSYI926BBOHW,True,True,False,2,7,6,11,7,3
1001,A1YSYI926BBOHW,True,True,False,3,3,4,4,3,3
1002,A1YSYI926BBOHW,True,True,False,1,3,3,3,3,3
1003,A1YSYI926BBOHW,True,True,False,4,7,6,9,5,3
1004,A1YSYI926BBOHW,True,True,False,2,7,8,8,7,4
1005,A1YSYI926BBOHW,True,True,False,3,4,4,5,4,4
1006,A1YSYI926BBOHW,True,True,False,1,3,3,7,4,4
1007,A1YSYI926BBOHW,True,True,False,4,8,6,11,3,4
1008,A3G55RJTW3BSGM,False,False,True,4,9,12,11,11,1
1009,A3G55RJTW3BSGM,False,False,True,2,2,12,10,11,1
1010,A3G55RJTW3BSGM,False,False,True,3,1,12,4,6,1
1011,A3G55RJTW3BSGM,False,False,True,1,2,12,4,9,1
1012,A3G55RJTW3BSGM,False,False,True,4,10,12,9,11,2
1013,A3G55RJTW3BSGM,False,False,True,2,5,12,10,10,2
1014,A3G55RJTW3BSGM,False,False,True,3,4,12,10,9,2
1015,A3G55RJTW3BSGM,False,False,True,1,4,12,6,10,2
1016,A3G55RJTW3BSGM,False,False,True,4,10,12,9,11,3
1017,A3G55RJTW3BSGM,False,False,True,2,6,12,6,6,3
1018,A3G55RJTW3BSGM,False,False,True,3,4,12,7,9,3
1019,A3G55RJTW3BSGM,False,False,True,1,5,12,7,10,3
1020,A3G55RJTW3BSGM,False,False,True,4,10,12,12,10,4
1021,A3G55RJTW3BSGM,False,False,True,2,5,12,7,8,4
1022,A3G55RJTW3BSGM,False,False,True,3,4,12,6,10,4
1023,A3G55RJTW3BSGM,False,False,True,1,4,12,5,8,4
1024,AURYD2FH3FUOQ,False,False,True,1,5,9,9,10,1
1025,AURYD2FH3FUOQ,False,False,True,3,5,10,6,10,1
1026,AURYD2FH3FUOQ,False,False,True,2,4,7,4,8,1
1027,AURYD2FH3FUOQ,False,False,True,4,11,12,12,10,1
1028,AURYD2FH3FUOQ,False,False,True,1,3,9,3,9,2
1029,AURYD2FH3FUOQ,False,False,True,3,2,9,6,9,2
1030,AURYD2FH3FUOQ,False,False,True,2,2,7,4,11,2
1031,AURYD2FH3FUOQ,False,False,True,4,12,11,12,11,2
1032,AURYD2FH3FUOQ,False,False,True,1,2,9,3,8,3
1033,AURYD2FH3FUOQ,False,False,True,3,2,11,5,6,3
1034,AURYD2FH3FUOQ,False,False,True,2,6,8,4,6,3
1035,AURYD2FH3FUOQ,False,False,True,4,10,11,11,11,3
1036,AURYD2FH3FUOQ,False,False,True,1,4,10,5,10,4
1037,AURYD2FH3FUOQ,False,False,True,3,3,8,5,9,4
1038,AURYD2FH3FUOQ,False,False,True,2,5,7,6,10,4
1039,AURYD2FH3FUOQ,False,False,True,4,11,10,12,11,4
1040,A2YAYHZYI7M3HD,False,False,True,2,8,9,8,10,1
1041,A2YAYHZYI7M3HD,False,False,True,4,7,9,7,11,1
1042,A2YAYHZYI7M3HD,False,False,True,3,7,9,6,6,1
1043,A2YAYHZYI7M3HD,False,False,True,1,6,8,8,10,1
1044,A2YAYHZYI7M3HD,False,False,True,2,7,8,8,8,2
1045,A2YAYHZYI7M3HD,False,False,True,4,6,8,8,11,2
1046,A2YAYHZYI7M3HD,False,False,True,3,6,8,6,9,2
1047,A2YAYHZYI7M3HD,False,False,True,1,7,8,8,10,2
1048,A2YAYHZYI7M3HD,False,False,True,2,8,8,9,11,3
1049,A2YAYHZYI7M3HD,False,False,True,4,6,8,11,10,3
1050,A2YAYHZYI7M3HD,False,False,True,3,7,8,7,10,3
1051,A2YAYHZYI7M3HD,False,False,True,1,7,7,6,9,3
1052,A2YAYHZYI7M3HD,False,False,True,2,9,9,10,6,4
1053,A2YAYHZYI7M3HD,False,False,True,4,5,8,4,11,4
1054,A2YAYHZYI7M3HD,False,False,True,3,6,7,6,9,4
1055,A2YAYHZYI7M3HD,False,False,True,1,6,7,8,8,4
1056,A4SC8G0149GEG,False,False,True,1,3,10,6,10,1
1057,A4SC8G0149GEG,False,False,True,3,2,11,6,9,1
1058,A4SC8G0149GEG,False,False,True,4,10,12,10,11,1
1059,A4SC8G0149GEG,False,False,True,2,7,11,11,11,1
1060,A4SC8G0149GEG,False,False,True,1,5,10,10,10,2
1061,A4SC8G0149GEG,False,False,True,3,2,9,6,6,2
1062,A4SC8G0149GEG,False,False,True,4,8,11,12,11,2
1063,A4SC8G0149GEG,False,False,True,2,8,11,10,8,2
1064,A4SC8G0149GEG,False,False,True,1,3,11,6,9,3
1065,A4SC8G0149GEG,False,False,True,3,5,10,8,10,3
1066,A4SC8G0149GEG,False,False,True,4,11,9,12,10,3
1067,A4SC8G0149GEG,False,False,True,2,8,10,9,6,3
1068,A4SC8G0149GEG,False,False,True,1,4,11,7,8,4
1069,A4SC8G0149GEG,False,False,True,3,5,11,8,9,4
1070,A4SC8G0149GEG,False,False,True,4,8,11,10,11,4
1071,A4SC8G0149GEG,False,False,True,2,9,11,10,10,4
1072,AYJGQBBK6KXZ7,False,False,True,1,3,8,8,10,1
1073,AYJGQBBK6KXZ7,False,False,True,4,3,11,8,11,1
1074,AYJGQBBK6KXZ7,False,False,True,3,7,11,5,10,1
1075,AYJGQBBK6KXZ7,False,False,True,2,3,9,7,10,1
1076,AYJGQBBK6KXZ7,False,False,True,1,4,8,5,10,2
1077,AYJGQBBK6KXZ7,False,False,True,4,4,11,8,11,2
1078,AYJGQBBK6KXZ7,False,False,True,3,6,10,9,9,2
1079,AYJGQBBK6KXZ7,False,False,True,2,3,9,5,6,2
1080,AYJGQBBK6KXZ7,False,False,True,1,4,10,7,8,3
1081,AYJGQBBK6KXZ7,False,False,True,4,6,11,11,10,3
1082,AYJGQBBK6KXZ7,False,False,True,3,5,10,5,6,3
1083,AYJGQBBK6KXZ7,False,False,True,2,3,9,8,8,3
1084,AYJGQBBK6KXZ7,False,False,True,1,4,10,5,9,4
1085,AYJGQBBK6KXZ7,False,False,True,4,3,9,7,11,4
1086,AYJGQBBK6KXZ7,False,False,True,3,6,10,9,9,4
1087,AYJGQBBK6KXZ7,False,False,True,2,4,10,7,11,4
1088,AXMPSUNKUBEIL,False,False,True,4,10,12,9,11,1
1089,AXMPSUNKUBEIL,False,False,True,2,11,10,10,11,1
1090,AXMPSUNKUBEIL,False,False,True,3,5,10,8,9,1
1091,AXMPSUNKUBEIL,False,False,True,1,4,9,8,9,1
1092,AXMPSUNKUBEIL,False,False,True,4,11,10,11,10,2
1093,AXMPSUNKUBEIL,False,False,True,2,10,10,11,6,2
1094,AXMPSUNKUBEIL,False,False,True,3,5,10,6,10,2
1095,AXMPSUNKUBEIL,False,False,True,1,4,9,10,10,2
1096,AXMPSUNKUBEIL,False,False,True,4,9,10,11,11,3
1097,AXMPSUNKUBEIL,False,False,True,2,9,8,12,10,3
1098,AXMPSUNKUBEIL,False,False,True,3,3,9,6,6,3
1099,AXMPSUNKUBEIL,False,False,True,1,3,7,10,10,3
1100,AXMPSUNKUBEIL,False,False,True,4,8,8,10,11,4
1101,AXMPSUNKUBEIL,False,False,True,2,9,10,11,8,4
1102,AXMPSUNKUBEIL,False,False,True,3,3,8,7,9,4
1103,AXMPSUNKUBEIL,False,False,True,1,4,9,6,8,4
1104,A3OZ8KF0HWSVWK,False,False,True,2,6,10,7,10,1
1105,A3OZ8KF0HWSVWK,False,False,True,4,10,11,11,11,1
1106,A3OZ8KF0HWSVWK,False,False,True,3,10,9,8,10,1
1107,A3OZ8KF0HWSVWK,False,False,True,1,8,10,11,10,1
1108,A3OZ8KF0HWSVWK,False,False,True,2,7,10,6,11,2
1109,A3OZ8KF0HWSVWK,False,False,True,4,11,10,12,10,2
1110,A3OZ8KF0HWSVWK,False,False,True,3,8,10,11,9,2
1111,A3OZ8KF0HWSVWK,False,False,True,1,9,8,7,9,2
1112,A3OZ8KF0HWSVWK,False,False,True,2,6,10,6,8,3
1113,A3OZ8KF0HWSVWK,False,False,True,4,10,8,12,11,3
1114,A3OZ8KF0HWSVWK,False,False,True,3,10,10,8,9,3
1115,A3OZ8KF0HWSVWK,False,False,True,1,10,9,9,10,3
1116,A3OZ8KF0HWSVWK,False,False,True,2,7,10,7,6,4
1117,A3OZ8KF0HWSVWK,False,False,True,4,10,9,11,11,4
1118,A3OZ8KF0HWSVWK,False,False,True,3,6,9,4,6,4
1119,A3OZ8KF0HWSVWK,False,False,True,1,9,10,9,8,4
1120,A2ARHK50FQ79YC,False,False,True,3,4,6,3,6,1
1121,A2ARHK50FQ79YC,False,False,True,1,5,7,4,9,1
1122,A2ARHK50FQ79YC,False,False,True,2,7,8,3,8,1
1123,A2ARHK50FQ79YC,False,False,True,4,11,11,10,11,1
1124,A2ARHK50FQ79YC,False,False,True,3,5,7,9,9,2
1125,A2ARHK50FQ79YC,False,False,True,1,7,6,6,10,2
1126,A2ARHK50FQ79YC,False,False,True,2,7,5,6,10,2
1127,A2ARHK50FQ79YC,False,False,True,4,12,10,12,10,2
1128,A2ARHK50FQ79YC,False,False,True,3,5,6,9,10,3
1129,A2ARHK50FQ79YC,False,False,True,1,3,6,4,8,3
1130,A2ARHK50FQ79YC,False,False,True,2,7,6,7,6,3
1131,A2ARHK50FQ79YC,False,False,True,4,10,9,11,11,3
1132,A2ARHK50FQ79YC,False,False,True,3,6,8,6,9,4
1133,A2ARHK50FQ79YC,False,False,True,1,3,4,5,10,4
1134,A2ARHK50FQ79YC,False,False,True,2,6,6,7,11,4
1135,A2ARHK50FQ79YC,False,False,True,4,10,10,10,11,4
1136,A26ZENZ5G8AEGM,False,False,True,1,4,8,5,8,1
1137,A26ZENZ5G8AEGM,False,False,True,2,4,8,4,8,1
1138,A26ZENZ5G8AEGM,False,False,True,4,11,11,9,11,1
1139,A26ZENZ5G8AEGM,False,False,True,3,5,9,9,9,1
1140,A26ZENZ5G8AEGM,False,False,True,1,4,8,4,10,2
1141,A26ZENZ5G8AEGM,False,False,True,2,4,8,7,10,2
1142,A26ZENZ5G8AEGM,False,False,True,4,8,10,12,10,2
1143,A26ZENZ5G8AEGM,False,False,True,3,5,10,6,10,2
1144,A26ZENZ5G8AEGM,False,False,True,1,5,10,4,10,3
1145,A26ZENZ5G8AEGM,False,False,True,2,5,10,4,11,3
1146,A26ZENZ5G8AEGM,False,False,True,4,8,11,11,11,3
1147,A26ZENZ5G8AEGM,False,False,True,3,5,10,7,9,3
1148,A26ZENZ5G8AEGM,False,False,True,1,5,10,2,9,4
1149,A26ZENZ5G8AEGM,False,False,True,2,4,9,4,6,4
1150,A26ZENZ5G8AEGM,False,False,True,4,9,11,12,11,4
1151,A26ZENZ5G8AEGM,False,False,True,3,5,10,5,6,4
1152,A22KRF782ELLB0,True,True,True,3,8,6,7,10,1
1153,A22KRF782ELLB0,True,True,True,1,5,7,7,10,1
1154,A22KRF782ELLB0,True,True,True,4,9,8,10,10,1
1155,A22KRF782ELLB0,True,True,True,2,8,9,10,8,1
1156,A22KRF782ELLB0,True,True,True,3,7,8,8,10,2
1157,A22KRF782ELLB0,True,True,True,1,6,8,9,10,2
1158,A22KRF782ELLB0,True,True,True,4,8,10,12,12,2
1159,A22KRF782ELLB0,True,True,True,2,10,9,11,9,2
1160,A22KRF782ELLB0,True,True,True,3,6,8,4,6,3
1161,A22KRF782ELLB0,True,True,True,1,5,7,6,9,3
1162,A22KRF782ELLB0,True,True,True,4,11,10,12,10,3
1163,A22KRF782ELLB0,True,True,True,2,9,9,9,9,3
1164,A22KRF782ELLB0,True,True,True,3,7,9,8,8,4
1165,A22KRF782ELLB0,True,True,True,1,7,9,9,10,4
1166,A22KRF782ELLB0,True,True,True,4,10,10,12,12,4
1167,A22KRF782ELLB0,True,True,True,2,9,9,10,9,4
1168,A3HW4QDJB63OQ2,True,True,True,2,8,7,10,8,1
1169,A3HW4QDJB63OQ2,True,True,True,3,6,8,5,10,1
1170,A3HW4QDJB63OQ2,True,True,True,4,8,10,10,9,1
1171,A3HW4QDJB63OQ2,True,True,True,1,4,9,7,12,1
1172,A3HW4QDJB63OQ2,True,True,True,2,10,11,9,11,2
1173,A3HW4QDJB63OQ2,True,True,True,3,7,9,8,10,2
1174,A3HW4QDJB63OQ2,True,True,True,4,9,12,9,10,2
1175,A3HW4QDJB63OQ2,True,True,True,1,6,11,7,8,2
1176,A3HW4QDJB63OQ2,True,True,True,2,9,10,8,7,3
1177,A3HW4QDJB63OQ2,True,True,True,3,8,9,8,10,3
1178,A3HW4QDJB63OQ2,True,True,True,4,9,10,9,11,3
1179,A3HW4QDJB63OQ2,True,True,True,1,4,10,3,12,3
1180,A3HW4QDJB63OQ2,True,True,True,2,10,10,10,11,4
1181,A3HW4QDJB63OQ2,True,True,True,3,5,8,6,11,4
1182,A3HW4QDJB63OQ2,True,True,True,4,7,10,7,9,4
1183,A3HW4QDJB63OQ2,True,True,True,1,5,9,3,9,4
1184,AMX5R6NLYNA2K,True,True,True,3,8,6,8,10,1
1185,AMX5R6NLYNA2K,True,True,True,1,6,8,5,8,1
1186,AMX5R6NLYNA2K,True,True,True,2,10,8,8,10,1
1187,AMX5R6NLYNA2K,True,True,True,4,10,10,10,10,1
1188,AMX5R6NLYNA2K,True,True,True,3,9,10,10,8,2
1189,AMX5R6NLYNA2K,True,True,True,1,5,8,6,7,2
1190,AMX5R6NLYNA2K,True,True,True,2,8,7,10,11,2
1191,AMX5R6NLYNA2K,True,True,True,4,10,12,12,12,2
1192,AMX5R6NLYNA2K,True,True,True,3,7,9,3,7,3
1193,AMX5R6NLYNA2K,True,True,True,1,5,8,8,11,3
1194,AMX5R6NLYNA2K,True,True,True,2,8,7,6,7,3
1195,AMX5R6NLYNA2K,True,True,True,4,11,12,12,11,3
1196,AMX5R6NLYNA2K,True,True,True,3,10,11,9,9,4
1197,AMX5R6NLYNA2K,True,True,True,1,8,8,8,10,4
1198,AMX5R6NLYNA2K,True,True,True,2,9,9,10,9,4
1199,AMX5R6NLYNA2K,True,True,True,4,10,12,11,11,4
1200,ARVXIBUCA8WDZ,True,True,True,1,2,5,5,9,1
1201,ARVXIBUCA8WDZ,True,True,True,3,5,10,9,10,1
1202,ARVXIBUCA8WDZ,True,True,True,2,10,8,9,11,1
1203,ARVXIBUCA8WDZ,True,True,True,4,6,10,11,11,1
1204,ARVXIBUCA8WDZ,True,True,True,1,7,9,3,12,2
1205,ARVXIBUCA8WDZ,True,True,True,3,6,10,7,10,2
1206,ARVXIBUCA8WDZ,True,True,True,2,11,10,11,8,2
1207,ARVXIBUCA8WDZ,True,True,True,4,11,12,11,9,2
1208,ARVXIBUCA8WDZ,True,True,True,1,3,9,7,12,3
1209,ARVXIBUCA8WDZ,True,True,True,3,3,10,7,11,3
1210,ARVXIBUCA8WDZ,True,True,True,2,9,11,9,7,3
1211,ARVXIBUCA8WDZ,True,True,True,4,7,11,8,10,3
1212,ARVXIBUCA8WDZ,True,True,True,1,6,9,5,8,4
1213,ARVXIBUCA8WDZ,True,True,True,3,7,10,7,10,4
1214,ARVXIBUCA8WDZ,True,True,True,2,11,11,10,11,4
1215,ARVXIBUCA8WDZ,True,True,True,4,5,10,9,9,4
1216,A38NFX88VZDMJ3,True,True,True,2,8,7,7,10,1
1217,A38NFX88VZDMJ3,True,True,True,4,6,9,8,11,1
1218,A38NFX88VZDMJ3,True,True,True,1,4,11,3,7,1
1219,A38NFX88VZDMJ3,True,True,True,3,6,9,7,9,1
1220,A38NFX88VZDMJ3,True,True,True,2,9,10,9,11,2
1221,A38NFX88VZDMJ3,True,True,True,4,8,10,12,10,2
