,QID,SID,SUBCATEGORY,QUESTION,CORRECT,INCORRECT1,INCORRECT2,INCORRECT3
893,451,16,Landmarks & Monuments,The Alps in Europe are what?,Mountains,Trees,Paths,Islands
894,91,4,Famous Authors,Who wrote The Great Gatsby?,F Scott Fitzgerald,Ford Madox Ford,Edith Wharton,Virginia Woolf
895,1505,13,Brazilian Cuisine,Which ingredients is used in the making of Requijao Cremoso?,Milk,Jam,Ham,Gravy
896,932,5,Electronics,An advantage of wireless over wired communications is that wireless is what? ,Portable,Near a transmitter,Signals are blocked by walls,Needs a transmitter
897,245,9,Musicals,Ryan Gosling and Emma Stone star in which 2016 American musical romantic comedy - drama?,La La Land,La La Island,Tra La Land,Tra La Island
898,1414,7,Comics,What was Spawn before his death and rebirth?,Government operative,Baker,Circus Clown,Magician
899,114,4,Famous Authors,"Kurt Vonnegut's ""Slaughterhouse-Five"" is about the Allied bombing of which German city?",Dresden,Berlin,Munich,Paris
900,614,21,Classic Rock,Ozzy Osbourne was a member of which classic rock band?,Black Sabbath,Black Sunday,White Sabbath,Black Saturday
901,1763,10,Directors,Who was the director of The Pianist?,Roman Polanski,Sofia Coppola,Peter Weir,George Clooney
902,1265,1,History of Art,Venus of Urbino is a famous work by which artist?,Titian,Johns,El Greco,Klee
903,1348,8,Video Games,What is the name for the input device used to manipulate video games?,Game controller,Remote control,Video controller,Moment controller
904,617,21,Classic Rock,Which of the following is *not* a Guns N' Roses song?,Paint It Black,Paradise City,Welcome to the Jungle,November Rain
905,257,9,Musicals,Which actor plays the role of P.T Barnham in the 2016 musical The Greatest Showman?,Hugh Jackman,Hugh Grant,Robert Downey Jr.,Ryan Gosling
906,309,11,Films Released in 1930s-1950s,What do the men hope to find in the Sierra Madre Mountains in 'The Treasure of the Sierra Madre' (1948)?,Gold,Iron,Rock,Cobalt
907,836,28,Sport - US - Basketball General,San Diego Chargers tight end Antonio Gates played which other sport at college?,Basketball,Soccer,Ice Hockey,Baseball
908,1421,17,Greek Mythology,What was the name of Peisistratus's son who succeeded him as Archon of Athens?,Hipparchus,Hippias,Hymen,Hiarchy
909,1030,12,Japanese Cuisine,"Hoya, a delicacy from the Tohoku area, is also known as what?",Sea Pineapple,Sea Pear,Sea Banana,Sea Cherry
910,45,2,Children’s Literature,Daniel Handler wrote the A Series of Unfortunate Events books under what name?,Lemony Snicket,Limey Picket,Sticky Wicket,Jocky Thicket
911,1451,24,Chemistry,Which alloy is made from tin and lead?,Pewter,Brass,Bronze,Tead
912,341,12,Japanese Cuisine,Mirin has more of which ingredient than sake?,Sugar,Vinegar,Oil,Chilli
913,1733,30,Reality TV,Who played Jesse Pinkman in Breaking Bad?,Aaron Paul,Bryan Cranston,Dean Norris,Lewis Black
914,109,4,Famous Authors,What is J.K. Rowling's first name?,Joanne,Jane,Jessica,Jim
915,679,23,US Presidents,In which year was direct rule imposed on Northern Ireland by Westminster?,1972,1970,1974,1968
916,1405,24,Chemistry,What type of substances do we get from substances called 'ores'?,Metals,Water,Fossil fuels,Gases
917,1332,3,Lord of the Rings,What is Gollum's last word?,Precious,Ring,Him,Never
918,1452,22,Classical Music,Which American Composer wrote 'Nixon in China'?,Adams,Copland,Gershwin,Bernstien
919,371,13,Brazilian Cuisine,Which of the following is a main ingredient in Virado a Paulista?,Rice,Papaya,Apple,Tomato
920,1539,13,Brazilian Cuisine,Which of the following is an ingredient in Pao de Mel?,Flour,Caramel,Hazelnut,Rice
921,417,14,Decades 1980s,Which of these became President of the Soviet Union in June 1983?,Andropov,Chernenko,Gorbachev,Yeltsin
922,518,18,Beauty & Health,What heart operation can be a triple or a quadruple?,Bypass,Biopsy,Laryngotomy,Tenotomy
923,147,5,Electronics,In what year was the first 'Angry Birds' game released?,2009,2010,2011,2012
924,1466,21,Classic Rock,Which band were once known as The Vendors?,Slade,Wizard,Cream,The Faces
925,210,7,Comics,Which comic book series inspired Microsoft font Comic Sans?,DC Comics,Marvel Comics,Image Comics,Fantagraphics
926,1061,17,Greek Mythology,"In Japanese folklore, what sort of creatures are Mazaru, Mikarzaru and Mizaru?",Monkeys,Tigers,Lions,Dragons
927,1346,25,Biology,What is the name for a baby kangaroo?,Joey,Jamie,Jonny,Jerry
928,963,9,Musicals,"Complete the title of the musical by Andrew Lloyd Webber, 'Tell Me On A....'?",Sunday,Monday,Thursday,Wednesday
929,1424,14,Decades 1980s,What was the name of the anti-drug campaign started in 1983?,Just Say No,Just Don't Do It,Just Refuse,Just Don't Be Tempted
930,261,9,Musicals,Get Up! Stand Up! is the theatre musical based on the life of which music legend?,Bob Marley,Stevie Wonder,UB40,Jimi Hendrix
931,1031,21,Classic Rock,Ian Anderson is the lead singer in which band?,Jethro Tull,Iron Maiden,Motorhead,Deep Purple
932,925,23,US Presidents,"After the death of the incumbent president, which VP was famously sworn in as President by his father, a notary public?",Calvin Coolidge,Chester Arthur,Theodore Roosevelt,John Tyler
933,41,2,Children’s Literature,What was the pen name of the author Theodore Geisel?,Dr Seuss,Richmal Crompton,Rumer Godden,Betsy Byars
934,1587,30,Reality TV,"Which of these TV shows stars Nathan Fillion, Stana Katic and Susan Sullivan?",Castle,Fort,Victory,Steed
935,169,6,Car Parts,Control arms are used to link what with the rest of the car?,Wheels,Roof,Windscreen,Spark plugs
936,863,29,Cartoons,Which cartoon character is the leader of The Peanuts?,Charlie Brown,Charlie Chester,Tommy Pickles,Carter Brown
937,1619,27,Sport - General - World Cup (Soccer),Which player was the captain of Serbia at the 2018 World Cup?,Aleksandar Kolarov,Nemanja Matić,Luka Milivojević,Filip Kostić
938,653,22,Classical Music,The Bayreuth Festival celebrates the music of which composer?,Wagner,Mozart,Bach,Brahms
939,1372,18,Beauty & Health,What is the recommended daily allowance for vitamin E?,200-800 IU,15 Mg,2000 IU,3 Mg
940,1173,21,Classic Rock,Reg Presley was a member of which band?,Troggs,ACDC,Thin Lizzy,The Jam
941,15,1,History of Art,"What is the technique of applying paint in small dots, invented by Georges Seurat?",Pointillism,Spotillism,Blobillism,Dabillism
942,29,1,History of Art,"How many figures appear in the Grant Wood painting ""American Gothic""?",2,3,5,1
943,1257,25,Biology,Trees that lose their leaves in the autumn are called what?,Deciduous,Coniferous,Pine,Oak
944,1135,10,Directors,Martin Scorsese: Which of these Scorsese movies was released first?,The Color of Money,Goodfellas,Cape Fear,Casino  
945,853,29,Cartoons,In which year did animated sitcom Bob's Burgers first air on television?,2011,2017,1999,2021
946,1226,6,Car Parts,The flywheel is part of which system in the car engine?,Transmission,Suspension,Fuel,Braking
947,404,14,Decades 1980s,Which Stanley Kubrick film is based on a story by Stephen King?,The Shining,Eyes Wide Shut,The Killing,Full Metal Jacket
948,722,25,Biology,Brachiosaurus' nostrils were over its what?,Eyes,Feet,Tail,Back
949,1316,20,Mathematics,What is a third of 36?,12,24,20,10
950,1584,29,Cartoons,Which of these shows was a series about a group of travelers using ‘wormholes’ to slide between parallel universes?,Sliders,Rocko’s Modern Life,Full House,Millennium
951,1247,29,Cartoons,The team behind the hit TV show Thirtysomething also produced which of these family centred dramas?,Once and Again,Melrose Place,7th Heaven,Life Goes On
952,985,3,Lord of the Rings,From whom does Frodo learn that Boromir has died?,Faramir,Bilbo,Gondor,Cirion
953,1124,22,Classical Music,La Scala is an Opera House in which Italian city?,Milan,Turin,Rome,Naples
954,1506,5,Electronics,Which instrument would you use to measure electric potential? ,Voltmeter,Faultmeter,Maltmeter,Saltmeter
955,607,21,Classic Rock,Which classic rock band introduced a classic guitar riff with Smoke on the Water?,Deep Purple,Pink Floyd,The Moody Blues,Black Sabbath
956,454,16,Landmarks & Monuments,Easter Island is in which ocean?,Pacific,Atlantic,Indian,Arctic
957,143,5,Electronics,Which of these is a unit of power?,kW,O,Hz,kg
958,939,13,Brazilian Cuisine,"Arroz is rice in English, but what does forno mean?",Oven,Forever,Fried,Swirl
959,1664,30,Reality TV,Which TV show features a time lord traveling through time with a series of companions in a Police Box?,Doctor Who,Star Trek,Battelstar Galactica,Deadwood
960,1520,9,Musicals,Which musical features the songs 'Popular' and 'Defying Gravity'?,Wicked,Hairspray,Billy Elliot,Jersey Boys
961,1119,29,Cartoons,Katherine Heigl starred in which 90’s sci-fi TV series?,Roswell,Area 51,The X Files,Babylon 5
962,1653,7,Comics,Which studio owns the rights to the Spider-Man movie franchise?,Columbia-Sony Pictures,20th Century Fox,Lionsgate,Disney
963,861,29,Cartoons,In which year did The Powerpuff Girls first air?,1998,1988,2008,2018
964,384,13,Brazilian Cuisine,What is Cuscuz in English?,Couscous,Pumpkin,Apple,Honey
965,874,30,Reality TV,Leona Lewis won which UK music competition in 2006?,The X Factor,Pop Idol,Popstarz,Making the Band
966,157,6,Car Parts,Hazard warning lights typically flash which colour?,Orange,Red,Green,BLue
967,1398,13,Brazilian Cuisine,What type of dish is Escondidinho de Frango?,Shepherds Pie,Chicken Pot Pie,Mashed Pie,Dry Chicken
968,1779,10,Directors,Who wrote and directed the 2004 movie 'Garden State' ?,Zach Braff,Danny DeVito,Natalie Portman,Ian Holm
969,1448,3,Lord of the Rings,Which actor was originally going to be cast in the role of Gandolf in Lord of the Rings?,Sean Connery,Roger Moore,Sir Anthony Hopkins,Sir David Jason
970,1386,22,Classical Music,What nationality is the composer Kurt Weill?,German,Austrian,Dutch,American
971,783,27,Sport - General - World Cup (Soccer),How many goals did France score at the 2018 World Cup?,14,16,21,11
972,213,8,Video Games,Which of the following games was *not* published by Rockstar Games?,Tomb Raider,Red Dead Redemption,Grand Theft Auto V,Manhunt
973,1486,5,Electronics,Which company is behind the Windows operating system?,Microsoft,Amazon,Google,Samsung
974,133,5,Electronics,What does the company BlackBerry manufacture?,Smartphones,Artificial brambles,Instant dessert,Dark headgear
975,1276,16,Landmarks & Monuments,What colour is the cross on the flag of Finland?,Blue,White,Red,Yellow
976,1289,6,Car Parts,What does HP stand for in terms of power from an engine?,Horsepower,Height potential,Heavy pressure,Hoisting Pole
977,360,12,Japanese Cuisine,Dekopon is a relatively new hybrid version of which fruit?,Mandarin,Cherry,Apple,Pineapple
978,941,24,Chemistry,As a solid melts what happens to the temperature?,Stays the same,Increases,Decreases,Fluctuates
979,943,18,Beauty & Health,"At 2 months gestation, what size is the approximate size of a human fetus?",Raspberry,Pear,Squash,Pomegranate
980,1152,1,History of Art,"Of what are 'Duchess', 'Princess', 'Renaissance' and 'Rosepoint' all forms?",Lacework,Diamond Cuts,Chocolate Moulds,Mussel Shells
981,1648,24,Chemistry,Which silvery-white metal has the chemical symbol Sn?,Tin,Lead,Silver,Copper
982,762,26,Astronomy & Space & Planets,Which entrepreneur founded the space transport company SpaceX in 2002?,Elon Musk,Richard Branson,Steve Jobs,Deborah Meaden
983,1524,9,Musicals,Which musical term means 'slow'?,Adagio,Allegro,Largo,Bravissimo
984,1644,21,Classic Rock,Which rock singer was 'smokin' O.P.'S'?,Bob Seger,Gary Moore,John Mellencamp,Willie Nelson
985,1121,21,Classic Rock,Keith Moon played drums in which band?,The Who,Pink Floyd,Bon Jovi,REM
986,1404,6,Car Parts,What type of steering makes it easier to turn the wheel?,Power,Accelerated,Cosmic,Enhanced
987,870,29,Cartoons,In which year was Felix the Cat created?,1919,1929,1939,1949
988,85,3,Lord of the Rings,Who played the author of The Lord Of The Rings in the 2019 film Tolkien?,Nicholas Hoult,Alex Lawther,Jamie Bell,Taron Egerton
989,343,12,Japanese Cuisine,Uruchimai is a less sticky form of rice which is used for which classic food?,Sushi,Ramen,Okonomiyaki,Yaki Soba
990,1287,25,Biology,What do cougar's only eat?,Meat,Fruit,Vegetables,Grass
991,1244,26,Astronomy & Space & Planets,The stellar remains of electron-degenerate matter is better known by what name?,White dwarf,Yellow Dwarf,Red Dwarf,Black Dwarf
992,1097,15,Cities,In which of these capital cities would you visit wats and travel on Klongs?,Bangkok,Hanoi,Phnom Penh,Singapore
993,714,24,Chemistry,Which group number in the periodic tables is the halogens?,7,6,5,4
994,978,9,Musicals,Food Glorious Food' was a song from which musical?,Oliver,Bedknobs and Broomsticks,Chitty Chitty Bang Bang,Half a Sixpence
995,25,1,History of Art,The Dessert: Harmony in Red is by which French artist?,Matisse,Degas,Picasso,Monet
996,833,28,Sport - US - Basketball General,In what sport did the Kansas City Knights compete between 2000 and 2005?,Basketball,Ice hockey,Football,Baseball
997,1026,16,Landmarks & Monuments,How many times are there in the continental USA?,4,2,5,7
998,600,20,Mathematics,"Josh reduces his hours and his $21,000 salary by 15%. What is his new salary?",17850,17250,17500,17650
999,1014,18,Beauty & Health,How many incisors does a typical human adult have in their mouth?,8,2,10,4
1000,1591,28,Sport - US - Basketball General,Which of these won a record 6 NBA MVP titles during his career?,Kareem Abdul Jabbar,Michael Jordan,Magic Johnson,Reggie Miller
1001,1328,24,Chemistry,What is considered to be the opposite of acidic?,Alkaline,Gaseous,Inert,Carbonite
1002,264,9,Musicals,Which musical has been showing at The Victoria Palace Theatre in London since 2017?,Hamilton,Wicked,The Lion King,Aladdin
1003,97,4,Famous Authors,Who created the spy George Smiley?,John Le Carré,Kingsley Amis,Arthur Conan Doyle,Colin Dexter
1004,622,21,Classic Rock,Should I Stay Or Go and London Calling were hits from which British rock band?,The Clash,The Kinks,Queen,The Libertines
1005,1490,23,US Presidents,Which Democratic Party candidate was beaten twice in US presidential elections by Republican Dwight D Eisenhower?,Adlai E Stevenson II,John Sparkman,Estes Kefauver,Alben W Barkley
1006,805,27,Sport - General - World Cup (Soccer),Which team has won the World Cup Fair Play Trophy for a record 4 times?,Brazil,Spain,Italy,Germany
1007,1192,16,Landmarks & Monuments,Table Mountain is found in which country?,South Africa,Ghana,Nigeria,Egypt 
1008,495,17,Greek Mythology,Who was the Greek Equivalent of the Roman Goddess Proserpina?,Persephone,Athena,Hebe,Pan
1009,867,29,Cartoons,Bender is a character from which animated sitcom?,Futurama,American Dad,Family Guy,Rick and Morty
1010,1297,1,History of Art,What event of 1453 is thought to have contributed substantially to the renaissance of learning and art in Western Europe?,The fall of Constantinople to the Turks,Columbus Discovered West Indian Islands,Vasco de Gama doubled Cape Of Good Hope,The Prussian War
1011,1281,12,Japanese Cuisine,"What comes before ""cake"" in the name of which famous modern Japanese dessert?",Raindrop,Lightning,Thunder,Storm
1012,38,2,Children’s Literature,Lyra's Oxford is a sequel to which fantasy series?,His Dark Materials,Chronicles of Narnia,Artemis Fowl,Lord Of The Rings
1013,87,3,Lord of the Rings,"In 'Lord of the Rings', what was the name of Gandalf's sword?",Glamdring,Eomer,Excalamir,Wandlax
1014,717,24,Chemistry,What type of bonding involves one element donating an electron to another?,Ionic,Covalent,Magnesium,Catalytic
1015,1062,19,Board Games,"In Life, what are the green cards?",Salary,Career,House,Stock
1016,703,24,Chemistry,Copper can be extracted from ores by a process known as what?,Smelting,Blending,Splicing,Blasting
1017,430,15,Cities,Hartsfield Airport serves which US city?,Atlanta,Denver,Boston,Las Vegas
1018,1366,24,Chemistry,What is the pH value of toothpaste?,9.8,8.2,9,8.8
1019,393,14,Decades 1980s,Which Steven Spielberg film was released in 1982?,E.T.,Gremlins,Raiders of the Lost Ark,Schindler's List
1020,1774,23,US Presidents,Who was the only US president to have his marriage ceremony performed inside the White House?,Grover Cleveland,John F Kennedy,Woodrow Wilson,Andrew Jackson
1021,83,3,Lord of the Rings,Who directed an animated version of The Lord of the Rings in 1978?,Ralph Bakshi,Hayao Miyazaki,Nick Park,David Lynch
1022,174,6,Car Parts,Low tire pressure can increase consumption of what?,Fuel,Air,Oil,Rubber
1023,1666,30,Reality TV,"Which TV show is about a POW who has been freed but is suspected of being ""turned"" by the enemy?",Homeland,Covert Affairs,Hostages,The Following
1024,591,20,Mathematics,How many sets of parallel lines are there in a rhombus?,2,1,0,4
1025,1275,19,Board Games,What colour are Payday tiles in Life?,Green,Blue,Pink,Gold
1026,103,4,Famous Authors,Which novelist's work is mostly set in the region of Wessex?,Thomas Hardy,Emily Brontë,Graham Greene,Jane Austen
1027,1343,29,Cartoons,"What is the missing word in this 90's TV show? ""The Fresh _____ of Bel Air""",Prince,Queen,King,Maid
1028,44,2,Children’s Literature,Erich Kästner's Emil and the Detectives is set in which city?,Berlin,Vienna,Budapest,Prague
1029,504,17,Greek Mythology,Which of these is the name of the Roman goddess who was wife of Jupiter?,Juno,Julio,Augusto,Mayo
1030,328,11,Films Released in 1930s-1950s,King Kong' (1933) is often credited to saving R.K.O. Pictures from what?,Bankruptcy,Takeover,Destruction,Livelihood
1031,1262,19,Board Games,Upwords is a version of which other board game?,Scrabble,Life,Sorry,Boggle
1032,394,14,Decades 1980s,Who went Back to the Future?,Michael J. Fox,John Travolta,Kevin Costner,Sean Penn
1033,69,3,Lord of the Rings,Who plays Frodo in The Lord Of The Rings film trilogy?,Elijah Wood,Tom Hiddleston,Eddie Redmayne,Shia LaBeouf
1034,536,18,Beauty & Health,"Scorpio, Pisces and Cancer are collectively known as what?",Water Signs,Fire Signs,Earth Signs,Air Signs
1035,908,14,Decades 1980s,"""Strawberry Shortcake"", a fad for young girls, was originally what in the 1980s? ",Doll,Food,TV Show,Magazine
1036,1677,8,Video Games,Which video game title is based on a term referring to motor vehicle robbery?,Grand Theft Auto,Vehicular Manslaughter,Motor Vehicle Robbery,Auto Stealing
1037,131,5,Electronics,Which of these would use an 'app'?,Cell phone,Microwave oven,Analogue watch,Dishwasher
1038,570,19,Board Games,"In Absolute Balderdash, how many points do you receive when someone picks your phony answer and it is incorrect?",One point,Five points,10 points,Three points
1039,285,10,Directors,Who directed the Spy Kids films?,Robert Rodriguez,Shane Black,Ron Howard,George Lucas
1040,1709,11,Films Released in 1930s-1950s,Who directed 'The Lady from Shanghai'  (1947)?,Orson Welles,Nicholas Ray,Billy Wilder,Alexander MacKendrick
1041,166,6,Car Parts,What is the name of the structure attached to a car to absorb impact?,Bumper,Binder,Bender,Bonder
1042,125,5,Electronics,The Wii console is developed and marketed by which company?,Nintendo,Huawei,Apple,BlackBerry
1043,1592,17,Greek Mythology,Which one of the following Battles is a famous Greek Naval Victory?,Salamis,Xeric,Cyrus,Plate
1044,1071,1,History of Art,"In the book ""The Trumpeter of Krakow"", what was renovated during the Renaissance?",Old Cloth Hall,The marketplace,The homes,The University
1045,571,20,Mathematics,A unit fraction is a fraction where the numerator (top number) is what?,1,2,3,4
1046,1515,18,Beauty & Health,Which kind of injection goes right into the muscle or cartilage?,Cortisone,Steroid,Adrenaline,Propofol
1047,67,3,Lord of the Rings,To what race did Aragorn belong?,Men,Elves,Orcs,Hobbits
1048,99,4,Famous Authors,Andy McNab served in what branch of the armed services?,SAS,Military Police,Fleet Air Arm,Royal Marines
1049,1600,2,Children’s Literature,"Which piece of furniture completes the title of the book and film 'The Lion, the Witch and the ...'?",Wardrobe,Chair,Dressing Table,Bed
1050,283,10,Directors,Which of these films was not directed by Steven Spielberg?,Apollo 13,Raiders of the Lost Ark,Jurassic Park,Saving Private Ryan
1051,771,26,Astronomy & Space & Planets,Most asteroids are found between which two planets?,Mars and Jupiter,Jupiter and Saturn,Uranus and Neptune,Earth and Mars
1052,642,22,Classical Music,In what country was Mauric Ravel born?,France,italy,Hungary,Germany
1053,565,19,Board Games,What does a Polygraph question include in Cranium?,A true/false question,A multiple choice question,A simple question without choices,A fill in the blank question
1054,675,23,US Presidents,In which US city was George Washington inaugurated for his first term as President of the United States?,New York,Philadelphia,Baltimore,Washington DC
1055,10,1,History of Art,Which 20th-century artist was nicknamed Jack The Dripper?,Jackson Pollock,Jack Vettriano,John Currin,Jacques Lartigue 
1056,390,13,Brazilian Cuisine,Which of the following is not one of the methods of cooking chicken for the Salpicao de Frango?,Sun-Fried,Smoked,BBQ,Boiled
1057,1480,19,Board Games,Which character always moves first in Cluedo?,Miss Scarlet,Mrs White,Mrs Peacock,Colonel Mustard
1058,3,1,History of Art,Who became famous in the 1960s for painting soup cans and soap boxes?,Andy Warhol,Francis Bacon,Frida Kahlo,David Hockney
1059,1782,4,Famous Authors,Who wrote the classic novel 'Black Beauty'?,Anna Sewell,Frances Hodgson Burnett,Johanna Spyri,Louisa May Alcott
1060,742,25,Biology,Vanilla is harvested from which family of plants?,Orchids,Crocus,Lily,Chrysanthemum
1061,144,5,Electronics,Which of these electronic appliances relies on radio waves to make it work?,TV,Iron,Kettle,Freezer
1062,564,19,Board Games,How many circles on the mat of Twister?,24,30,50,10
1063,1764,10,Directors,Who was the director of The Sixth Sense?,M. Night Shyamalan,Sam Mendes,Steven Soderbergh,Ron Howard
1064,1418,3,Lord of the Rings,What was the name of 'Lord of the Rings' author J. R. R. Tolkien's wife?,Edith,Verlyn ,Janet,Jane
1065,57,2,Children’s Literature,What is L. Frank Baum's most famous story?,The Wonderful Wizard of Oz,Alice's Adventures in Wonderland,Lost Girls,The Secret Garden
1066,1574,9,Musicals,Which of these is the name of a musical note?,Quaver,Shiver,Wobble,Tremble
1067,586,20,Mathematics,What is four fifths written as a decimal?,0.8,0.6,0.4,1.2
1068,252,9,Musicals,Which 80s film featuring the character Marty McFly made its premiere as a theatre musical in 2020?,Back To The Future,McFly,Grease,Ghostbusters
1069,666,23,US Presidents,Old Hickory' was a nickname given to which US President?,Andrew Jackson,Franklin Pierce,Rutherford Hayes,John Quincy Adams
1070,48,2,Children’s Literature,In which city is there a statue of Hans Christian Anderson's Little Mermaid?,Copenhagen,Brussels,Amsterdam,Stockholm
1071,1530,13,Brazilian Cuisine,Which of the following are main ingredients in Picadinho de Carne?,Broth,Fish,Jam,Milk
1072,589,20,Mathematics,What term means the middle number in a list of numbers?,Median,Mean,Average,Square
1073,1129,25,Biology,Lizards is part of which group of animals?,Reptiles,Vertebrate,Arthopod,Vegetatian
1074,1361,6,Car Parts,What is the name to the part of the engine which reduces engine noise?,Muffler,Damper,Softener,Ignition
1075,1603,26,Astronomy & Space & Planets,Which planet has the shortest year? ,Mercury,Neptune,Venus,Earth
1076,1042,3,Lord of the Rings,"In 'Lord of the Rings', who tells Frodo to keep the Ring secret and safe?",Gandalf,Sam,Bilbo,Denethor
1077,482,17,Greek Mythology,Who was the Greek God of War?,Ares,Nike,Hecate,Apollo
1078,1546,13,Brazilian Cuisine,Which of the following is used to cook Pastel de Carne?,Deep Fryer,Pan,Frying Pan,Wood
1079,171,6,Car Parts,What shape is a clutch?,Round,Cube,Flat,Square
1080,28,1,History of Art,"The 1955 Jasper Johns work ""Flag"" is a representation of the flag of which country?",United States,China,Italy,Australia
1081,1702,22,Classical Music,"Who composed 'Moonlight Sonata, Movement 1'?",Ludwig Van Beethoven,Igor Stravinsky,Samuel Barber,Johannes Brahms
1082,486,17,Greek Mythology,Eros was the Greek God of what?,Love,Hate,Happiness,Despair
1083,871,30,Reality TV,The hit reality show ‘The Duck Hunters’ features which family?,Robertson’s,Kardashian’s,Osbourne’s,Cowell’s
1084,840,28,Sport - US - Basketball General,What jersey number did LeBron James use at Cleveland Cavaliers?,23,6,45,12
1085,1056,17,Greek Mythology,"In Greek mythology, which creature has the head of a bull and the body of a man?",Minotaur,Cyclops,Centaur,Griffon
1086,712,24,Chemistry,How many new elements were added to the periodic table in 2016?,4,3,6,9
1087,1583,9,Musicals,Which of these sets of letters is an anagram of a musical instrument?,AGIRTU,CENORS,CCILPO,ILNNOV
1088,122,5,Electronics,The Beats headphone and speaker company was founded by which music producer?,Dr. Dre,Rick Rubin,Mark Ronson,Timbaland
1089,942,18,Beauty & Health,Astigmatism affects what?,The Eyes,The Ears,The Nose,The Tongue
1090,1495,12,Japanese Cuisine,Which flavouring is added to peas to make a famous Japanese snack?,Wasabi,Pickled Ginger,Soy Sauce,Chocolate
1091,1054,17,Greek Mythology,"In Chinese mythology, which creature symbolises the male, yang element?",Dragon,Tiger,Lion,Ox
1092,1039,3,Lord of the Rings,"In 'Lord of the Rings', what is the name of the dwarf who joins fellowship and who is the father of Gimli?",Gloin,Glorfindel,Goldberry,Glamdring
1093,1485,3,Lord of the Rings,Which company distributed the 'Lord of the Rings' movie series?,New Line Cinema,MGM,Lionsgate Films,Weinstein Company
1094,806,27,Sport - General - World Cup (Soccer),Which Australian has scored more than one goal at the World Cups?,Brett Holman,John Aloisi,Harry Kewell,Craig Moore
1095,1544,13,Brazilian Cuisine,Which of the following is Sopa de Milho in English?,Corn Chowder,Corn Stew,Fried Corn,Corn Casserole
1096,658,22,Classical Music,The Salzburg Festival is associated with which composer?,Mozart,Beethoven,Schubert,Bach
1097,921,23,US Presidents,Abraham Lincoln was watching which Tom Taylor play in Ford's Theater when he was shot and mortally wounded by John Wilkes Booth?,Our American Cousin,Lady Clancarty,Still Waters Run Deep,The Overland Route
1098,610,21,Classic Rock,Before embarking on his solo career Phil Collins was a drummer and front man for which band?,Genesis,Leviticus ,The Beatles,Black Sabbath
1099,241,9,Musicals,What is the name of the musical about the wives of Henry VIII?,Six,Seven,Eight,Nine
1100,845,29,Cartoons,What type of animal is the cartoon character Yogi?,Bear,Penguin,Cat,Dog
1101,1362,22,Classical Music,What is the nickname of Beethovens 5th symphony?,Pastoral,Choral,Moonlight,Eroica
1102,324,11,Films Released in 1930s-1950s,How many Oscar nominations did 'Rear Window' (1954) receive at the 27th Academy Awards in 1955?,4,8,2,7
1103,1018,6,Car Parts,How many parts make up the average modern car?,"30,000","10,000","60,000","80,000"
1104,1363,25,Biology,What is the other name of Pagrus major?,Madai,Red Salmon,Blackspot Sea Bream,Silver Salmon
1105,1374,2,Children’s Literature,"What is the surname of John, Michael and Wendy in the Peter Pan story?",Darling,Matthews,Richardson,Walker
1106,1288,30,Reality TV,What do Seven Kingdoms refer to the Free Folk who live in north beyond the Wall in Game of Thrones?,Wildlings,The Free Folk,Wild Ones,Wiley Ones
1107,1208,15,Cities,The capital of the Habsburg Empire from 1278 to 1918 was which city?,Vienna,London,Paris,Berlin
1108,1167,17,Greek Mythology,Phidias was a famous figure in Ancient Greece for what kind of works?,Sculptures,Houses,Baths,Swords
1109,990,15,Cities,Gardermoen is the location of which airport also located in a European capital city?,Oslo,London,Paris,Moscow
1110,1211,15,Cities,The city of Paris is made up of how many arondissements?,20,5,15,50
1111,377,13,Brazilian Cuisine,How many ingredients do you need to make a basic Acai Bowl?,3,10,1,7
1112,1223,10,Directors,The fictitious Red Apple brand of cigarettes appear in films from which cult director?,Quentin Tarantino,Roger Corman,John Waters,David Lynch
1113,95,4,Famous Authors,Who wrote Of Mice and Men?,John Steinbeck,James Baldwin,Jack London,Joseph Heller
1114,1105,7,Comics,James Rhodes was portrayed by who in the first Ironman movie?,Terrence Howard,Jeff Bridges,Robert Downey Jr.,Don Cheadle
1115,1791,26,Astronomy & Space & Planets,Xena was the informal name originally used for which body?,Eris,Pluto,Ceres,Make make
1116,927,5,Electronics,Alexander Graham Bell is credited which inventing what?,Telephone,Television,Camera,Video
1117,1146,30,Reality TV,Name the show which features vampires who sometimes drink synthetic blood.,True Blood,True Lies,True Identity,True Blue
1118,686,23,US Presidents,"Which former President reportedly said: 'No matter how much cats fight, there always seems to be plenty of kittens'?",Abraham Lincoln,Calvin Coolidge,Theodore Roosevelt,Franklin D.Roosevelt
1119,1761,10,Directors,Who was the director of The Hurt Locker?,Kathryn Bigelow,Danny Boyle,Paul Thomas Anderson,David Fincher
1120,569,19,Board Games,How do the detectives win a game of Scotland Yard?,One of them has to land on the square Mr X is on,By naming the square Mr X is on,By answering a number of questions correctly,By capturing the other detectives
1121,512,18,Beauty & Health,Dialysis is needed when which organs are failing?,Kidneys,Liver,Lungs,Heart
1122,1085,22,Classical Music,in which century did Dmitri Shostakovich live?,20th,19th,17th,18th
1123,335,12,Japanese Cuisine,Mochi is a colourful Japanese sweet made with which type of food?,Rice,Potatoes,Noodles,Bread
1124,1637,1,History of Art,Which priest wrote the classic book Praise and Folly?,Erasmus,Benedict,Martin Luther,Paracelsus
